age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
33,250/500,500,942.51,0,FEMALE,PhD,transport-moving,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,YES,0,0,NO,6400,19200,44800,1
34,500/1000,1000,1056.71,0,FEMALE,JD,protective-serv,not-in-family,77900,0,Parked Car,Rear Collision,Minor Damage,None,3,1,NO,2,1,NO,580,580,2610,0
36,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,other-relative,23600,-15600,Parked Car,Rear Collision,Minor Damage,None,7,1,NO,0,0,NO,740,1480,5180,0
52,500/1000,500,1335.13,0,FEMALE,High School,farming-fishing,unmarried,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,1,1,NO,6090,6090,42630,1
37,250/500,500,1178.95,6000000,FEMALE,JD,priv-house-serv,own-child,0,-67300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,4940,9880,34580,0
53,250/500,500,1793.16,0,MALE,Associate,tech-support,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,YES,2,2,NO,12500,6250,50000,0
32,100/300,500,1008.38,0,FEMALE,PhD,adm-clerical,other-relative,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,1,0,NO,12300,6150,43050,0
39,100/300,500,1396.83,0,FEMALE,Masters,other-service,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,4,NO,0,3,NO,6990,13980,55920,0
32,100/300,500,1402.78,5000000,FEMALE,PhD,other-service,husband,70300,-50300,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,1,NO,6230,12460,37380,0
30,100/300,1000,1437.88,0,FEMALE,College,transport-moving,husband,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,3,1,NO,2,0,YES,14000,0,42000,0
33,500/1000,1000,1313.64,0,FEMALE,College,priv-house-serv,unmarried,12100,0,Parked Car,Rear Collision,Trivial Damage,None,3,1,YES,1,0,NO,780,390,3120,0
37,250/500,500,1482.14,0,FEMALE,Associate,transport-moving,husband,33000,-43600,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,NO,2,1,NO,6750,6750,47250,0
30,250/500,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,not-in-family,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,23,1,NO,2,3,NO,4430,4430,39870,0
43,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,not-in-family,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,17300,17300,60550,0
24,100/300,500,1175.51,0,MALE,Masters,craft-repair,husband,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,20,1,NO,0,1,YES,680,680,6120,0
28,100/300,2000,1836.02,0,MALE,Masters,transport-moving,own-child,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,NO,2,1,YES,13300,6650,59850,1
51,500/1000,500,1480.79,9000000,FEMALE,MD,priv-house-serv,unmarried,0,-12100,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,YES,0,2,NO,8630,17260,77670,0
38,500/1000,2000,1453.92,0,FEMALE,PhD,other-service,other-relative,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,2,3,NO,15900,7950,55650,0
44,250/500,500,1340.71,0,FEMALE,High School,tech-support,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,16,1,NO,2,2,NO,6930,13860,55440,1
54,100/300,2000,714.03,0,MALE,MD,protective-serv,own-child,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,9920,9920,39680,0
57,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,NO,5970,5970,35820,1
41,100/300,500,914.22,0,MALE,JD,prof-specialty,wife,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,15380,7690,61520,0
38,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,other-relative,64400,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,1,3,YES,2,2,NO,6850,6850,47950,0
33,500/1000,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,NO,2,1,NO,8140,8140,65120,0
34,100/300,2000,1078.22,0,FEMALE,Masters,transport-moving,wife,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,10620,5310,42480,0
56,250/500,1000,1595.28,0,FEMALE,College,protective-serv,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,NO,0,0,NO,3510,3510,31590,0
37,100/300,1000,1217.84,5000000,FEMALE,High School,farming-fishing,not-in-family,49600,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,2,2,NO,9600,9600,38400,0
35,100/300,2000,1117.42,0,FEMALE,PhD,protective-serv,not-in-family,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,5910,11820,35460,0
57,100/300,2000,1567.37,0,FEMALE,JD,craft-repair,husband,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,NO,2,3,NO,5830,11660,40810,1
38,500/1000,2000,1294.93,6000000,MALE,MD,tech-support,unmarried,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,7180,0,57440,0
51,250/500,1000,1152.12,0,MALE,PhD,armed-forces,not-in-family,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,15080,15080,60320,0
49,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,wife,0,0,Vehicle Theft,Rear Collision,Trivial Damage,None,3,1,NO,1,0,NO,1180,1180,4720,0
42,500/1000,1000,1575.74,7000000,MALE,JD,exec-managerial,other-relative,0,-68900,Parked Car,Rear Collision,Minor Damage,Police,19,1,NO,2,2,NO,590,1180,4720,1
36,500/1000,2000,1233.96,0,FEMALE,Masters,other-service,other-relative,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,5590,5590,44720,0
29,250/500,1000,1861.43,0,MALE,High School,adm-clerical,husband,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,6380,6380,51040,1
56,100/300,1000,1570.86,0,MALE,MD,farming-fishing,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,NO,0,1,YES,7270,7270,43620,1
53,500/1000,2000,791.47,0,MALE,Masters,armed-forces,unmarried,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,6,1,NO,1,2,NO,630,1260,4410,1
46,250/500,1000,1012.78,0,MALE,MD,sales,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,19020,19020,66570,1
44,100/300,500,1047.06,6000000,MALE,College,exec-managerial,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,12700,6350,50800,0
21,250/500,1000,1390.29,0,FEMALE,Masters,priv-house-serv,other-relative,0,-41200,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,14,1,NO,0,0,NO,12580,6290,44030,0
30,500/1000,500,951.46,0,MALE,JD,handlers-cleaners,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,NO,6630,6630,46410,1
40,100/300,1000,1226.78,0,MALE,JD,armed-forces,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,NO,16300,8150,57050,0
56,100/300,500,1280.9,0,MALE,High School,armed-forces,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,NO,15000,5000,30000,0
28,100/300,2000,1472.77,0,MALE,Associate,adm-clerical,husband,0,-31700,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,NO,2,1,NO,8780,8780,30730,0
29,500/1000,1000,1878.44,0,MALE,High School,other-service,husband,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,NO,5370,5370,48330,0
24,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,NO,0,0,NO,12660,6330,44310,0
46,100/300,500,1532.8,0,MALE,College,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,11960,11960,41860,0
29,250/500,500,1304.35,0,MALE,JD,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,6,3,NO,0,2,NO,11600,11600,52200,1
33,500/1000,2000,1551.61,0,MALE,High School,armed-forces,unmarried,45000,-30400,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,YES,1,1,NO,250,250,1750,0
39,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,unmarried,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,NO,4510,9020,40590,0
49,250/500,500,862.92,0,MALE,MD,machine-op-inspct,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,11580,11580,46320,0
43,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,NO,1,2,NO,10300,10300,46350,0
47,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1,3,NO,2,3,NO,12820,6410,44870,1
46,100/300,1000,870.55,0,MALE,PhD,prof-specialty,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,NO,0,3,NO,13380,13380,53520,0
44,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,husband,0,-39100,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,NO,1,2,NO,520,0,4160,0
32,500/1000,1000,1377.04,0,MALE,College,tech-support,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,NO,1,1,NO,6620,6620,26480,0
58,250/500,500,1237.88,0,MALE,MD,exec-managerial,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,NO,0,0,NO,5780,5780,52020,1
49,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,2,1,YES,1,1,YES,13340,6670,53360,0
29,500/1000,500,854.58,0,FEMALE,JD,craft-repair,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,NO,2,3,YES,7890,23670,55230,0
39,250/500,1000,770.76,0,MALE,Masters,tech-support,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,0,1,NO,0,2,NO,9960,4980,34860,0
38,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,7040,14080,56320,0
48,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,1,1,NO,1,0,NO,8580,0,34320,0
26,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,11960,5980,35880,1
46,100/300,1000,876.88,6000000,MALE,MD,sales,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,12740,6370,38220,0
24,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,NO,5930,5930,41510,0
29,100/300,2000,1409.06,0,MALE,High School,prof-specialty,husband,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,0,1,NO,2,2,YES,9680,14520,38720,0
24,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,NO,0,1,NO,6160,12320,43120,0
30,500/1000,2000,916.13,0,MALE,College,sales,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,6180,12360,55620,0
38,250/500,500,1191.5,0,MALE,High School,priv-house-serv,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,8,1,NO,2,0,NO,8900,8900,62300,0
48,500/1000,1000,1474.66,0,FEMALE,JD,sales,husband,0,-46200,Parked Car,Rear Collision,Trivial Damage,Police,9,1,NO,2,3,NO,820,820,4920,0
34,250/500,1000,1193.45,0,MALE,JD,other-service,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,NO,2,1,YES,11760,5880,41160,0
38,250/500,1000,1437.53,0,FEMALE,College,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,NO,0,2,NO,11940,5970,35820,1
60,100/300,2000,1304.83,0,FEMALE,College,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,5050,10100,45450,0
48,250/500,1000,1168.8,0,FEMALE,JD,tech-support,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,0,3,YES,6500,3250,26000,0
27,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,NO,1,2,YES,3570,7140,32130,0
39,250/500,1000,1232.72,0,MALE,High School,armed-forces,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,NO,1,0,NO,14660,14660,58640,1
41,250/500,2000,1800.76,0,MALE,JD,protective-serv,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,4780,4780,38240,0
43,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,unmarried,46300,-33000,Vehicle Theft,Rear Collision,Trivial Damage,Police,9,1,NO,0,1,NO,640,640,2560,0
43,100/300,1000,1559.34,0,MALE,JD,transport-moving,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,NO,0,2,NO,14000,7000,56000,0
26,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,NO,16020,16020,56070,0
42,100/300,1000,1281.72,0,MALE,College,farming-fishing,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,NO,0,2,YES,4340,4340,39060,0
30,100/300,1000,796.35,0,FEMALE,MD,craft-repair,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,5360,10720,42880,0
46,250/500,500,1270.02,0,FEMALE,Associate,tech-support,own-child,0,-45800,Parked Car,Rear Collision,Minor Damage,Police,5,1,NO,1,2,NO,480,240,1440,0
26,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,own-child,46700,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,12,1,YES,1,1,NO,530,1060,5300,0
45,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,7170,14340,57360,0
47,100/300,1000,1216.68,0,FEMALE,Masters,sales,other-relative,55100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,1,1,NO,300,300,2100,0
54,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,NO,0,1,NO,6330,6330,63300,0
34,250/500,2000,1586.41,0,FEMALE,High School,sales,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,NO,6870,13740,54960,1
48,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,NO,2,3,YES,15040,15040,60160,0
53,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,NO,0,0,NO,14720,7360,58880,0
38,100/300,1000,1555.94,0,MALE,PhD,craft-repair,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,6590,13180,59310,0
49,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,98800,-65300,Vehicle Theft,Rear Collision,Minor Damage,None,13,1,NO,0,3,NO,1240,620,4960,0
42,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,5690,11380,45520,0
23,250/500,1000,1099.95,0,FEMALE,College,sales,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,6550,6550,39300,1
46,250/500,2000,1472.43,0,MALE,MD,tech-support,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,3,YES,5780,11560,46240,0
55,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,6140,6140,49120,0
63,250/500,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,Parked Car,Rear Collision,Minor Damage,None,5,1,YES,1,3,NO,940,470,3290,1
44,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,13480,13480,47180,0
30,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,NO,2,2,NO,6930,13860,62370,0
41,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,Parked Car,Rear Collision,Trivial Damage,Police,22,1,NO,0,2,YES,1660,830,8300,0
31,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,YES,1,3,NO,8740,8740,30590,0
25,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,5670,11340,34020,0
40,100/300,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,NO,0,5410,37870,1
29,250/500,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,NO,1,3,NO,15280,7640,53480,0
43,100/300,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,NO,0,2,NO,13720,13720,48020,0
50,100/300,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,13800,6900,48300,1
38,250/500,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,6,1,NO,1,2,NO,1440,720,6480,0
29,250/500,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,NO,2,1,NO,12220,12220,42770,0
37,500/1000,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,NO,0,3,NO,4250,4250,34000,0
53,100/300,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,14400,7200,64800,0
51,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,Rear Collision,Minor Damage,Police,5,1,YES,2,2,NO,840,840,2940,1
53,100/300,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,9,1,YES,2,2,NO,630,1260,5040,0
40,100/300,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,8340,8340,25020,0
51,100/300,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,14060,14060,49210,1
35,500/1000,2000,1421.59,0,MALE,College,other-service,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,2,3,YES,900,450,3600,0
26,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,Vehicle Theft,Rear Collision,Minor Damage,Police,5,1,NO,0,2,YES,860,860,3440,0
35,100/300,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,NO,2730,2730,19110,1
38,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,NO,1,0,NO,4880,9760,39040,0
49,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,3900,3900,35100,0
41,250/500,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,0,0,NO,16820,8410,58870,1
27,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,NO,1,3,NO,6840,6840,47880,0
39,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,NO,5530,5530,33180,0
33,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,NO,2,3,YES,11540,5770,40390,0
50,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,16620,16620,74790,0
30,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,10860,5430,38010,0
54,100/300,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,NO,1,2,NO,5380,5380,21520,1
42,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,16920,8460,59220,0
35,250/500,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,6970,6970,55760,0
33,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,3640,7280,25480,0
39,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,4690,4690,28140,0
33,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,NO,14380,14380,50330,0
54,250/500,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,7530,15060,45180,1
32,100/300,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,9480,4740,33180,1
40,100/300,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,0,2,NO,7110,14220,49770,0
46,100/300,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,NO,2,2,NO,13880,6940,48580,0
39,500/1000,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,NO,5000,10000,40000,1
52,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,1,3,YES,7860,7860,35370,0
34,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,NO,2,3,NO,6420,19260,38520,1
45,500/1000,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,12240,12240,42840,0
31,250/500,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,NO,6920,13840,55360,0
28,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,13080,13080,58860,0
41,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,NO,12380,12380,43330,0
27,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,1,2,NO,670,670,4690,0
35,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,Vehicle Theft,Rear Collision,Minor Damage,None,17,1,NO,1,3,NO,1020,510,3570,0
30,100/300,1000,1677.26,0,MALE,College,sales,own-child,40100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,YES,1,3,YES,510,510,3570,0
59,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,NO,1,2,NO,7240,14480,50680,1
64,250/500,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,14180,7090,49630,0
25,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,NO,2,3,YES,6510,6510,52080,0
